name,id,date_str,minTemp,medianTemp,cnt
广东-佛山,140,20150219,21.0,25.0,947
广东-佛山,140,20150220,21.0,21.5,154
广东-佛山,140,20150221,21.0,22.0,101
广东-佛山,140,20150222,21.0,28.0,1293
广东-佛山,140,20150223,21.0,24.0,443
广东-佛山,140,20150224,21.0,27.0,727
广东-佛山,140,20150225,22.0,29.0,951
广东-佛山,140,20150226,23.0,25.0,509
广东-佛山,140,20150227,24.0,26.0,195
广东-佛山,140,20150228,24.0,26.0,171
广东-佛山,140,20150301,21.0,23.0,342
广东-佛山,140,20150302,22.0,23.0,28
广东-佛山,140,20150303,22.0,22.0,42
广东-佛山,140,20150304,19.0,21.0,39
广东-佛山,140,20150305,19.0,20.0,36
广东-佛山,140,20150306,18.0,20.0,28
广东-佛山,140,20150307,19.0,20.0,203
广东-佛山,140,20150308,24.0,26.0,534
广东-佛山,140,20150309,27.0,29.0,98
广东-佛山,140,20150310,23.0,25.0,1238
广东-佛山,140,20150311,19.0,21.0,164
广东-佛山,140,20150312,16.0,20.0,234
广东-佛山,140,20150313,17.0,25.0,1701
广东-佛山,140,20150314,19.0,22.0,1839
广东-佛山,140,20150315,20.0,23.0,2701
广东-佛山,140,20150316,21.0,28.0,2598
广东-佛山,140,20150317,22.0,28.0,1260
广东-佛山,140,20150318,24.0,29.0,1265
广东-佛山,140,20150319,24.0,27.0,255
广东-佛山,140,20150320,25.0,29.0,2208
广东-佛山,140,20150321,25.0,27.0,2932
广东-佛山,140,20150322,25.0,26.0,3174
广东-佛山,140,20150323,22.0,25.0,709
广东-佛山,140,20150324,23.0,27.0,470
广东-佛山,140,20150325,23.0,25.0,224
广东-佛山,140,20150326,20.0,22.0,1639
广东-佛山,140,20150327,21.0,23.0,633
广东-佛山,140,20150328,21.0,27.0,2084
广东-佛山,140,20150329,23.0,26.0,3788
广东-佛山,140,20150330,24.0,30.0,2682
广东-佛山,140,20150331,26.0,31.0,2387
广东-佛山,140,20150401,26.0,30.0,245
广东-佛山,140,20150402,27.0,32.0,1712
广东-佛山,140,20150403,25.0,32.0,1550
广东-佛山,140,20150404,26.0,31.0,3897
广东-佛山,140,20150405,25.0,30.0,5948
广东-佛山,140,20150406,26.0,31.0,4917
广东-佛山,140,20150407,26.0,30.0,2440
广东-佛山,140,20150408,22.0,24.0,6443
广东-佛山,140,20150409,19.0,22.0,7623
广东-佛山,140,20150410,19.0,23.0,2309
广东-佛山,140,20150411,15.0,21.0,3233
广东-佛山,140,20150412,18.0,25.0,8451
广东-佛山,140,20150413,19.0,28.0,2462
广东-佛山,140,20150414,24.0,29.0,3132
广东-佛山,140,20150415,24.0,30.0,2893
广东-佛山,140,20150416,25.0,29.0,3419
广东-佛山,140,20150417,26.0,30.0,1768
广东-佛山,140,20150418,26.0,31.0,3357
广东-佛山,140,20150419,27.0,30.0,1045
广东-佛山,140,20150420,25.0,30.0,1325
广东-佛山,140,20150421,23.0,31.0,3127
广东-佛山,140,20150422,26.0,29.0,3009
广东-佛山,140,20150423,26.0,29.0,4183
广东-佛山,140,20150424,26.0,30.0,3580
广东-佛山,140,20150425,26.0,31.0,6087
广东-佛山,140,20150426,25.0,27.0,2735
广东-佛山,140,20150427,26.0,28.0,5932
广东-佛山,140,20150428,27.0,32.0,3216
广东-佛山,140,20150429,27.0,31.0,1403
广东-佛山,140,20150430,25.0,32.0,5037
广东-佛山,140,20150501,26.0,33.0,7890
广东-佛山,140,20150502,26.0,31.0,7582
广东-佛山,140,20150503,27.0,32.0,3160
广东-佛山,140,20150504,29.0,33.5,842
广东-佛山,140,20150505,27.0,28.0,557
广东-佛山,140,20150506,26.0,29.0,2366
广东-佛山,140,20150507,27.0,31.0,5544
广东-佛山,140,20150508,29.0,31.0,2166
广东-佛山,140,20150509,25.0,30.0,2901
广东-佛山,140,20150510,26.0,31.0,2558
广东-佛山,140,20150511,26.0,31.0,1269
广东-佛山,140,20150512,26.0,33.0,575
广东-佛山,140,20150513,27.0,31.0,2994
广东-佛山,140,20150514,27.0,32.0,3170
广东-佛山,140,20150515,27.0,31.0,2234
广东-佛山,140,20150516,25.0,29.0,5739
广东-佛山,140,20150517,25.0,30.0,6648
广东-佛山,140,20150518,25.0,29.0,2371
广东-佛山,140,20150519,29.0,34.0,2755
广东-佛山,140,20150520,25.0,32.0,2460
广东-佛山,140,20150521,26.0,30.0,4026
广东-佛山,140,20150525,27.0,28.0,248
广东-佛山,140,20150526,26.0,30.0,3968
广东-佛山,140,20150527,26.0,31.0,4305
广东-佛山,140,20150528,27.0,33.0,6172
广东-佛山,140,20150529,29.0,34.0,5192
广东-佛山,140,20150530,28.0,35.0,4824
广东-佛山,140,20150531,26.0,30.0,6615
广东-佛山,140,20150601,27.0,30.0,2151
广东-佛山,140,20150602,27.0,34.0,3363
广东-佛山,140,20150603,27.0,33.0,4382
广东-佛山,140,20150604,29.0,32.0,3490
广东-佛山,140,20150605,27.0,32.0,3752
广东-佛山,140,20150606,25.0,30.0,7629
广东-佛山,140,20150607,28.0,31.0,4748
广东-佛山,140,20150608,29.0,34.0,3855
广东-佛山,140,20150609,30.0,36.0,4675
广东-佛山,140,20150610,28.0,33.0,4846
广东-佛山,140,20150611,26.0,30.0,7131
广东-佛山,140,20150612,27.0,32.0,6020
广东-佛山,140,20150613,27.0,32.0,7959
广东-佛山,140,20150614,27.0,33.0,7256
广东-佛山,140,20150615,28.0,33.0,6937
广东-佛山,140,20150616,27.0,34.0,5690
广东-佛山,140,20150617,28.0,34.0,7600
广东-佛山,140,20150618,29.0,34.0,7874
广东-佛山,140,20150619,27.0,37.0,9175
广东-佛山,140,20150620,28.0,36.0,14157
广东-佛山,140,20150621,28.0,34.0,7085
广东-佛山,140,20150622,27.0,32.0,9125
广东-佛山,140,20150623,27.0,31.0,8824
广东-佛山,140,20150624,26.0,31.0,5659
广东-佛山,140,20150625,27.0,32.0,7202
广东-佛山,140,20150626,28.0,33.0,6860
广东-佛山,140,20150627,26.0,35.0,7666
广东-佛山,140,20150628,28.0,35.0,7429
广东-佛山,140,20150629,29.0,36.0,6310
广东-佛山,140,20150630,28.0,35.0,9764
广东-佛山,140,20150701,29.0,35.0,7010
广东-佛山,140,20150702,26.0,36.0,8517
广东-佛山,140,20150703,28.0,35.0,8134
广东-佛山,140,20150704,26.0,35.0,12235
广东-佛山,140,20150705,27.0,33.0,9806
广东-佛山,140,20150706,27.0,32.0,7049
广东-佛山,140,20150707,27.0,31.0,7000
广东-佛山,140,20150708,29.0,33.0,7265
广东-佛山,140,20150709,25.0,31.0,13253
广东-佛山,140,20150710,26.0,31.0,7467
广东-佛山,140,20150711,27.0,34.0,11672
广东-佛山,140,20150712,27.0,35.0,7780
广东-佛山,140,20150713,28.0,35.0,11707
广东-佛山,140,20150714,29.0,35.0,11058
广东-佛山,140,20150715,29.0,36.0,11822
广东-佛山,140,20150716,29.0,34.0,9767
广东-佛山,140,20150717,27.0,33.0,11725
广东-佛山,140,20150718,26.0,31.0,10423
广东-佛山,140,20150719,26.0,33.0,10427
广东-佛山,140,20150720,27.0,33.0,10590
广东-佛山,140,20150721,25.0,30.0,9107
广东-佛山,140,20150722,24.0,31.0,13900
广东-佛山,140,20150723,27.0,32.0,10185
广东-佛山,140,20150724,27.0,30.0,9939
广东-佛山,140,20150725,27.0,32.0,16571
广东-佛山,140,20150726,28.0,33.0,9964
广东-佛山,140,20150727,27.0,31.0,7786
广东-佛山,140,20150728,26.0,31.0,17480
广东-佛山,140,20150729,25.0,31.0,15952
广东-佛山,140,20150730,26.0,30.0,16782
广东-佛山,140,20150731,25.0,33.0,18958
广东-佛山,140,20150801,28.0,35.0,17479
广东-佛山,140,20150802,27.0,34.0,16709
广东-佛山,140,20150803,29.0,33.0,18685
广东-佛山,140,20150804,27.0,35.0,21205
广东-佛山,140,20150805,30.0,34.0,1293
广东-佛山,140,20150806,27.0,36.0,20004
广东-佛山,140,20150807,26.0,36.0,15879
广东-佛山,140,20150808,26.0,34.0,20398
广东-佛山,140,20150809,29.0,34.0,9639
广东-佛山,140,20150810,25.0,32.0,17944
广东-佛山,140,20150811,26.0,31.0,15149
广东-佛山,140,20150812,27.0,33.0,22853
广东-佛山,140,20150813,26.0,32.0,16131
广东-佛山,140,20150814,26.0,31.0,16571
广东-佛山,140,20150815,25.0,30.0,14530
广东-佛山,140,20150816,26.0,31.0,13020
广东-佛山,140,20150817,28.0,32.0,11439
广东-佛山,140,20150818,27.0,34.0,21742
广东-佛山,140,20150819,29.0,36.0,18621
广东-佛山,140,20150820,26.0,33.0,12129
广东-佛山,140,20150821,26.0,34.0,14429
广东-佛山,140,20150822,26.0,35.0,22793
广东-佛山,140,20150823,28.0,34.0,9366
广东-佛山,140,20150824,27.0,35.0,19511
广东-佛山,140,20150825,29.0,36.0,19030
广东-佛山,140,20150826,28.0,35.0,17286
广东-佛山,140,20150827,33.0,34.0,4
广东-佛山,140,20150828,27.0,33.0,19082
广东-佛山,140,20150829,26.0,31.0,18847
广东-佛山,140,20150830,26.0,30.0,11433
广东-佛山,140,20150831,23.0,29.0,14468
广东-佛山,140,20150901,25.0,29.0,7597
广东-佛山,140,20150902,24.0,29.0,12116
广东-佛山,140,20150903,25.0,30.0,12286
广东-佛山,140,20150904,27.0,31.0,10534
广东-佛山,140,20150905,26.0,32.0,16107
广东-佛山,140,20150906,29.0,35.0,12799
广东-佛山,140,20150907,26.0,31.0,12781
广东-佛山,140,20150908,25.0,32.0,14045
广东-佛山,140,20150909,27.0,32.0,13044
广东-佛山,140,20150910,26.0,32.0,9435
广东-佛山,140,20150911,26.0,34.0,15027
广东-佛山,140,20150912,27.0,33.0,15789
广东-佛山,140,20150913,27.0,31.0,15188
广东-佛山,140,20150914,27.0,32.0,11536
广东-佛山,140,20150915,25.0,33.0,12179
广东-佛山,140,20150916,29.0,32.0,14620
广东-佛山,140,20150917,27.0,32.0,16417
广东-佛山,140,20150918,28.0,34.0,12242
广东-佛山,140,20150919,29.0,34.0,14202
广东-佛山,140,20150920,26.0,32.0,14314
广东-佛山,140,20150921,24.0,28.0,16924
广东-佛山,140,20150922,25.0,30.0,13693
广东-佛山,140,20150923,25.0,33.0,23210
广东-佛山,140,20150924,28.0,34.0,21656
广东-佛山,140,20150925,28.0,34.0,20618
广东-佛山,140,20150926,28.0,35.0,28399
广东-佛山,140,20150927,27.0,33.0,17835
广东-佛山,140,20150928,26.0,33.0,18118
广东-佛山,140,20150929,27.0,34.0,20364
广东-佛山,140,20150930,27.0,33.0,17889
广东-佛山,140,20151001,25.0,33.0,23824
广东-佛山,140,20151002,26.0,33.0,18030
广东-佛山,140,20151003,26.0,31.0,14979
广东-佛山,140,20151004,24.0,28.0,10446
广东-佛山,140,20151005,25.0,28.0,16365
广东-佛山,140,20151006,25.0,29.0,15865
广东-佛山,140,20151007,23.0,30.0,20412
广东-佛山,140,20151008,25.0,30.0,17513
广东-佛山,140,20151009,25.0,30.0,16945
广东-佛山,140,20151010,23.0,27.0,18501
广东-佛山,140,20151011,20.0,25.0,12851
广东-佛山,140,20151012,20.0,27.0,13863
广东-佛山,140,20151013,23.0,28.0,18792
广东-佛山,140,20151014,25.0,30.0,4570
广东-佛山,140,20151015,25.0,31.0,18204
广东-佛山,140,20151016,25.0,31.0,20289
广东-佛山,140,20151017,25.0,31.0,17892
广东-佛山,140,20151018,25.0,32.0,13921
广东-佛山,140,20151019,24.0,30.0,16033
广东-佛山,140,20151020,24.0,29.0,13439
广东-佛山,140,20151021,25.0,30.0,13712
广东-佛山,140,20151022,26.0,31.0,16505
广东-佛山,140,20151023,25.0,31.0,17028
广东-佛山,140,20151024,26.0,32.0,12420
广东-佛山,140,20151025,26.0,31.0,13091
广东-佛山,140,20151026,26.0,30.0,15313
广东-佛山,140,20151027,27.0,31.0,16119
广东-佛山,140,20151028,26.0,31.0,13856
广东-佛山,140,20151029,24.0,32.0,12376
广东-佛山,140,20151030,25.0,30.0,15708
广东-佛山,140,20151031,25.0,29.0,18108
广东-佛山,140,20151101,21.0,26.0,14885
广东-佛山,140,20151102,18.0,26.0,11887
广东-佛山,140,20151103,20.0,28.0,14960
广东-佛山,140,20151104,22.0,28.0,17145
广东-佛山,140,20151105,24.0,30.0,20377
广东-佛山,140,20151106,25.0,29.0,11468
广东-佛山,140,20151107,24.0,30.0,21784
广东-佛山,140,20151108,27.0,30.0,14972
广东-佛山,140,20151109,24.0,29.0,8880
广东-佛山,140,20151110,22.0,27.0,21296
广东-佛山,140,20151111,22.0,28.0,6378
广东-佛山,140,20151112,24.0,27.0,3576
广东-佛山,140,20151113,19.0,24.0,18966
广东-佛山,140,20151114,18.0,28.0,18621
广东-佛山,140,20151115,22.0,27.0,11390
广东-佛山,140,20151116,23.0,27.0,21686
广东-佛山,140,20151117,24.0,31.0,16260
广东-佛山,140,20151118,24.0,29.0,19187
广东-佛山,140,20151119,24.0,30.0,18679
广东-佛山,140,20151120,25.0,31.0,17968
广东-佛山,140,20151121,31.0,33.0,3
广东-佛山,140,20151122,23.0,30.0,15798
广东-佛山,140,20151123,24.0,29.0,25467
广东-佛山,140,20151124,23.0,29.0,19347
广东-佛山,140,20151125,20.0,26.0,19103
广东-佛山,140,20151126,16.0,25.0,19614
广东-佛山,140,20151127,15.0,25.0,21615
广东-佛山,140,20151128,16.0,25.0,23254
广东-佛山,140,20151129,19.0,25.0,14432
广东-佛山,140,20151130,18.0,24.0,17127
广东-佛山,140,20151201,19.0,27.0,17781
广东-佛山,140,20151202,21.0,26.0,14467
广东-佛山,140,20151203,17.0,21.0,12219
广东-佛山,140,20151204,15.0,23.0,12122
广东-佛山,140,20151205,14.0,22.0,12088
广东-佛山,140,20151206,13.0,22.0,11053
广东-佛山,140,20151207,12.0,22.0,12832
广东-佛山,140,20151208,14.0,23.0,17544
广东-佛山,140,20151209,14.0,23.0,16418
广东-佛山,140,20151210,14.0,24.0,11722
广东-佛山,140,20151211,16.0,25.0,19504
广东-佛山,140,20151212,17.0,25.0,12830
广东-佛山,140,20151213,17.0,25.0,11881
广东-佛山,140,20151214,16.0,23.0,19276
广东-佛山,140,20151215,16.0,24.0,14318
广东-佛山,140,20151216,14.0,23.0,19653
广东-佛山,140,20151217,12.0,21.0,18830
广东-佛山,140,20151218,10.0,22.0,23741
广东-佛山,140,20151219,12.0,24.0,19893
广东-佛山,140,20151220,17.0,25.0,3354
广东-佛山,140,20151221,16.0,23.0,13589
广东-佛山,140,20151222,16.0,25.0,21424
广东-佛山,140,20151223,18.0,27.0,22497
广东-佛山,140,20151224,20.0,27.0,24073
广东-佛山,140,20151225,15.0,24.0,15891
广东-佛山,140,20151226,15.0,22.0,10909
广东-佛山,140,20151227,14.0,22.0,10926
广东-佛山,140,20151228,15.0,23.0,13824
广东-佛山,140,20151229,15.0,23.0,22231
广东-佛山,140,20151230,14.0,23.0,14881
广东-佛山,140,20151231,14.0,23.0,19218
广东-佛山,140,20160101,18.0,26.0,8768
广东-佛山,140,20160102,18.0,26.0,7619
广东-佛山,140,20160103,21.0,28.0,10679
广东-佛山,140,20160104,21.0,27.0,6406
广东-佛山,140,20160105,21.0,27.0,8026
广东-佛山,140,20160106,20.0,27.0,5996
广东-佛山,140,20160107,17.0,24.0,13253
广东-佛山,140,20160108,17.0,25.0,20053
广东-佛山,140,20160109,18.0,24.0,21489
广东-佛山,140,20160110,17.0,23.0,26634
广东-佛山,140,20160111,16.0,22.0,29921
广东-佛山,140,20160112,14.0,23.0,30202
广东-佛山,140,20160113,14.0,22.0,22897
广东-佛山,140,20160114,13.0,21.0,27460
广东-佛山,140,20160115,12.0,20.0,36785
广东-佛山,140,20160116,13.0,21.0,23979
广东-佛山,140,20160117,13.0,22.0,15660
广东-佛山,140,20160118,12.0,22.0,21533
广东-佛山,140,20160119,13.0,22.0,32165
广东-佛山,140,20160120,13.0,21.0,28271
广东-佛山,140,20160121,13.0,20.0,31406
广东-佛山,140,20160122,11.0,18.0,28647
广东-佛山,140,20160123,7.0,17.0,25536
广东-佛山,140,20160124,6.0,17.0,30174
广东-佛山,140,20160125,5.0,16.0,35318
广东-佛山,140,20160126,7.0,18.0,36623
广东-佛山,140,20160127,6.0,18.0,35611
广东-佛山,140,20160128,10.0,18.0,34700
广东-佛山,140,20160129,14.0,22.0,36929
广东-佛山,140,20160130,15.0,23.0,39137
广东-佛山,140,20160131,14.0,22.0,26959
广东-佛山,140,20160201,10.0,17.0,31153
广东-佛山,140,20160202,8.0,19.0,31118
广东-佛山,140,20160203,9.0,20.0,36948
广东-佛山,140,20160204,10.0,19.0,27090
广东-佛山,140,20160205,10.0,20.0,28042
广东-佛山,140,20160206,12.0,21.0,29311
广东-佛山,140,20160207,12.0,21.0,20278
广东-佛山,140,20160208,11.0,21.0,22877
广东-佛山,140,20160209,12.0,22.0,15789
广东-佛山,140,20160210,16.0,24.0,14726
广东-佛山,140,20160211,17.0,25.0,18064
广东-佛山,140,20160212,19.0,26.0,13856
广东-佛山,140,20160213,18.0,29.0,28787
广东-佛山,140,20160214,19.0,25.0,24956
广东-佛山,140,20160215,13.0,21.0,23902
广东-佛山,140,20160216,11.0,21.0,37742
广东-佛山,140,20160217,11.0,21.0,42801
广东-佛山,140,20160218,12.0,22.0,35009
广东-佛山,140,20160219,13.0,21.0,29516
广东-佛山,140,20160220,13.0,23.0,28570
广东-佛山,140,20160221,17.0,24.0,31212
广东-佛山,140,20160222,14.0,21.0,31123
广东-佛山,140,20160223,13.0,21.0,33625
广东-佛山,140,20160224,12.0,21.0,34541
广东-佛山,140,20160225,12.0,20.0,31186
广东-佛山,140,20160226,12.0,20.0,30283
广东-佛山,140,20160227,12.0,22.0,39987
广东-佛山,140,20160228,14.0,22.0,27854
广东-佛山,140,20160229,14.0,25.0,30143
广东-佛山,140,20160301,18.0,27.0,22268
广东-佛山,140,20160302,17.0,27.0,38424
广东-佛山,140,20160303,17.0,27.0,35639
广东-佛山,140,20160304,18.0,28.0,40608
广东-佛山,140,20160305,20.0,29.0,37807
广东-佛山,140,20160306,19.0,29.0,32909
广东-佛山,140,20160307,21.0,29.0,35351
广东-佛山,140,20160308,21.0,28.0,34204
广东-佛山,140,20160309,19.0,25.0,29476
广东-佛山,140,20160310,13.0,20.0,39488
广东-佛山,140,20160311,10.0,19.0,38705
广东-佛山,140,20160312,11.0,21.0,37485
广东-佛山,140,20160313,11.0,21.0,29518
广东-佛山,140,20160314,12.0,22.0,35875
广东-佛山,140,20160315,15.0,23.0,32126
广东-佛山,140,20160316,15.0,22.0,38411
广东-佛山,140,20160317,15.0,22.0,36990
广东-佛山,140,20160318,16.0,24.0,29560
广东-佛山,140,20160319,19.0,27.0,46403
广东-佛山,140,20160320,20.0,27.0,33621
广东-佛山,140,20160321,19.0,25.0,32167
广东-佛山,140,20160322,19.0,24.0,37452
广东-佛山,140,20160323,18.0,26.0,33997
广东-佛山,140,20160324,17.0,23.0,32274
广东-佛山,140,20160325,15.0,24.0,37557
广东-佛山,140,20160326,16.0,24.0,37846
广东-佛山,140,20160327,18.0,25.0,33590
广东-佛山,140,20160328,16.0,25.0,25315
广东-佛山,140,20160329,18.0,26.0,30214
广东-佛山,140,20160330,19.0,27.0,38202
广东-佛山,140,20160331,20.0,28.0,34277
广东-佛山,140,20160401,23.0,30.0,26749
广东-佛山,140,20160402,23.0,30.0,26132
广东-佛山,140,20160403,23.0,31.0,23435
广东-佛山,140,20160404,24.0,28.0,24298
广东-佛山,140,20160405,21.0,28.0,24193
广东-佛山,140,20160406,23.0,31.0,26435
广东-佛山,140,20160407,17.0,31.0,23775
广东-佛山,140,20160408,25.0,31.0,18884
广东-佛山,140,20160409,24.0,31.0,14570
广东-佛山,140,20160410,23.0,30.0,21099
广东-佛山,140,20160411,23.0,28.0,8396
广东-佛山,140,20160412,24.0,27.0,20661
广东-佛山,140,20160413,22.0,29.0,18219
广东-佛山,140,20160414,23.0,29.0,24396
广东-佛山,140,20160415,25.0,29.0,25250
广东-佛山,140,20160416,25.0,31.0,31920
广东-佛山,140,20160417,24.0,31.0,22179
广东-佛山,140,20160418,21.0,29.0,33666
广东-佛山,140,20160419,16.0,29.0,28223
广东-佛山,140,20160420,20.0,29.0,10179
广东-佛山,140,20160421,23.0,30.0,22327
广东-佛山,140,20160422,23.0,28.0,22046
广东-佛山,140,20160423,23.0,30.0,22131
广东-佛山,140,20160424,23.0,29.0,32720
广东-佛山,140,20160425,21.0,31.0,35621
广东-佛山,140,20160426,23.0,31.0,41484
广东-佛山,140,20160427,21.0,31.0,41995
广东-佛山,140,20160428,22.0,33.0,45923
广东-佛山,140,20160429,18.0,33.0,41313
广东-佛山,140,20160430,24.0,29.0,52650
广东-佛山,140,20160501,22.0,29.0,35437
广东-佛山,140,20160502,19.0,35.0,38974
广东-佛山,140,20160503,25.0,32.0,34067
广东-佛山,140,20160504,20.0,33.0,21319
广东-佛山,140,20160505,17.0,33.0,36875
广东-佛山,140,20160506,13.0,34.0,37258
广东-佛山,140,20160507,16.0,32.0,34561
广东-佛山,140,20160508,18.0,35.0,29316
广东-佛山,140,20160509,19.0,34.0,31593
广东-佛山,140,20160510,25.0,29.0,32754
广东-佛山,140,20160511,17.0,31.0,29479
广东-佛山,140,20160512,23.0,33.0,28942
广东-佛山,140,20160513,18.0,35.0,37619
广东-佛山,140,20160514,23.0,34.0,29321
广东-佛山,140,20160515,17.0,33.0,33134
广东-佛山,140,20160516,23.0,32.0,31861
广东-佛山,140,20160517,24.0,32.0,37137
广东-佛山,140,20160518,24.0,32.0,39211
广东-佛山,140,20160519,24.0,33.0,42441
广东-佛山,140,20160520,25.0,32.0,33621
广东-佛山,140,20160521,23.0,33.0,30170
广东-佛山,140,20160522,17.0,34.0,27063
广东-佛山,140,20160523,20.0,34.0,22398
广东-佛山,140,20160524,17.0,35.0,36997
广东-佛山,140,20160525,15.0,37.0,22343
广东-佛山,140,20160526,23.0,34.0,41153
广东-佛山,140,20160527,27.0,33.0,14200
广东-佛山,140,20160529,28.0,32.0,5899
广东-佛山,140,20160530,26.0,33.0,6939
广东-佛山,140,20160531,19.0,32.0,72
广东-佛山,140,20160601,20.0,35.0,27375
广东-佛山,140,20160602,19.0,36.0,23157
广东-佛山,140,20160603,19.0,35.0,22604
广东-佛山,140,20160604,25.0,32.0,17094
广东-佛山,140,20160605,24.0,29.0,12298
广东-佛山,140,20160606,19.0,31.0,27319
广东-佛山,140,20160607,14.0,33.0,37623
广东-佛山,140,20160608,22.0,33.0,33185
广东-佛山,140,20160609,15.0,34.0,33920
广东-佛山,140,20160610,15.0,33.0,32365
广东-佛山,140,20160611,21.0,33.0,23207
广东-佛山,140,20160612,19.0,33.0,36267
广东-佛山,140,20160613,18.0,33.0,29015
广东-佛山,140,20160614,12.0,33.0,30208
广东-佛山,140,20160615,21.0,34.0,32768
广东-佛山,140,20160616,20.0,33.0,41025
广东-佛山,140,20160617,22.0,33.0,39068
广东-佛山,140,20160618,19.0,34.0,32449
广东-佛山,140,20160619,16.0,34.0,24929
广东-佛山,140,20160620,-12.0,34.0,43447
广东-佛山,140,20160621,19.0,35.0,28974
广东-佛山,140,20160622,17.0,34.0,26342
广东-佛山,140,20160623,23.0,33.0,6826
广东-佛山,140,20160624,19.0,35.0,28986
广东-佛山,140,20160625,19.0,34.0,57629
广东-佛山,140,20160626,-33.0,34.0,50954
广东-佛山,140,20160627,18.0,34.0,63558
广东-佛山,140,20160628,18.0,32.0,65898
广东-佛山,140,20160629,19.0,32.0,52707
广东-佛山,140,20160630,23.0,33.0,59735
广东-佛山,140,20160701,19.0,32.0,46875
广东-佛山,140,20160702,20.0,33.0,44324
广东-佛山,140,20160703,18.0,33.0,58101
广东-佛山,140,20160704,19.0,31.0,47698
广东-佛山,140,20160705,17.0,33.0,58708
广东-佛山,140,20160706,19.0,32.0,73157
广东-佛山,140,20160707,17.0,33.0,69774
广东-佛山,140,20160708,19.0,35.0,69042
广东-佛山,140,20160709,16.0,35.0,91229
广东-佛山,140,20160710,17.0,34.0,70752
广东-佛山,140,20160711,13.0,33.0,82194
广东-佛山,140,20160712,20.0,31.0,64817
广东-佛山,140,20160713,19.0,32.0,90148
广东-佛山,140,20160714,20.0,32.0,103925
广东-佛山,140,20160715,19.0,33.0,90174
广东-佛山,140,20160716,17.0,34.0,113160
广东-佛山,140,20160717,15.0,34.0,81595
广东-佛山,140,20160718,18.0,34.0,92852
广东-佛山,140,20160719,19.0,33.0,77320
广东-佛山,140,20160720,18.0,34.0,99601
广东-佛山,140,20160721,18.0,34.0,107646
广东-佛山,140,20160722,15.0,35.0,103027
广东-佛山,140,20160723,16.0,35.0,106441
广东-佛山,140,20160724,16.0,35.0,91362
广东-佛山,140,20160725,19.0,35.0,101692
广东-佛山,140,20160726,16.0,35.0,95683
广东-佛山,140,20160727,19.0,34.0,84677
广东-佛山,140,20160728,16.0,34.0,79359
广东-佛山,140,20160729,16.0,35.0,90721
广东-佛山,140,20160730,19.0,34.0,98109
广东-佛山,140,20160731,19.0,34.0,107539
广东-佛山,140,20160801,17.0,34.0,104179
广东-佛山,140,20160802,20.0,30.0,85396
广东-佛山,140,20160803,19.0,31.0,100442
广东-佛山,140,20160804,19.0,32.0,57351
广东-佛山,140,20160805,21.0,35.0,10364
广东-佛山,140,20160806,14.0,35.0,60160
广东-佛山,140,20160807,19.0,36.0,56500
广东-佛山,140,20160808,21.0,36.0,71627
广东-佛山,140,20160809,13.0,34.0,74114
广东-佛山,140,20160810,19.0,33.0,117045
广东-佛山,140,20160811,14.0,33.0,108652
广东-佛山,140,20160812,20.0,32.0,96970
广东-佛山,140,20160813,19.0,33.0,98274
广东-佛山,140,20160814,14.0,33.0,101687
广东-佛山,140,20160815,19.0,32.0,113317
广东-佛山,140,20160816,19.0,33.0,106404
广东-佛山,140,20160817,19.0,32.0,113994
广东-佛山,140,20160818,21.0,32.0,107160
广东-佛山,140,20160819,18.0,33.0,113428
广东-佛山,140,20160820,19.0,35.0,119850
广东-佛山,140,20160821,18.0,34.0,108041
广东-佛山,140,20160822,13.0,34.0,111894
广东-佛山,140,20160823,19.0,35.0,116292
广东-佛山,140,20160824,13.0,34.0,120396
广东-佛山,140,20160825,18.0,34.0,116746
广东-佛山,140,20160826,14.0,34.0,117112
广东-佛山,140,20160827,14.0,34.0,95601
广东-佛山,140,20160828,19.0,34.0,99555
广东-佛山,140,20160829,18.0,33.0,106491
广东-佛山,140,20160830,19.0,34.0,111674
广东-佛山,140,20160831,19.0,33.0,101691
广东-佛山,140,20160901,13.0,34.0,110666
广东-佛山,140,20160902,19.0,32.0,115224
广东-佛山,140,20160903,19.0,32.0,108278
广东-佛山,140,20160904,19.0,33.0,106389
广东-佛山,140,20160905,17.0,33.0,106770
广东-佛山,140,20160906,19.0,33.0,119803
广东-佛山,140,20160907,20.0,33.0,135163
广东-佛山,140,20160908,-8.0,33.0,125759
广东-佛山,140,20160909,14.0,32.0,135609
广东-佛山,140,20160910,19.0,32.0,125886
广东-佛山,140,20160911,19.0,33.0,120203
广东-佛山,140,20160912,19.0,33.0,116233
广东-佛山,140,20160913,14.0,34.0,121751
广东-佛山,140,20160914,12.0,34.0,141115
广东-佛山,140,20160915,19.0,34.0,111336
广东-佛山,140,20160916,15.0,34.0,98645
广东-佛山,140,20160917,17.0,34.0,95599
广东-佛山,140,20160918,18.0,35.0,117620
广东-佛山,140,20160919,14.0,34.0,129474
广东-佛山,140,20160920,19.0,34.0,131424
广东-佛山,140,20160921,18.0,33.0,105914
广东-佛山,140,20160922,14.0,34.0,114445
广东-佛山,140,20160923,18.0,33.0,124351
广东-佛山,140,20160924,16.0,34.0,118877
广东-佛山,140,20160925,18.0,34.0,122131
广东-佛山,140,20160926,17.0,34.0,129500
广东-佛山,140,20160927,14.0,35.0,122347
